,ID,trial,image,choice,correct,point,reaction_time
0,Ethan,1,01101itt.png,steal,0,0,12.355582113959827
1,Ethan,2,10100kti.png,wave,0,0,2.856312315852847
2,Ethan,3,11001itt.png,ask,0,0,7.508639756095363
3,Ethan,4,10011tkk.png,run,0,0,2.080004526360426
4,Ethan,5,10010tki.png,ask,1,10,4.32864139782032
5,Ethan,6,11011txx.png,ask,1,20,2.2308328382496256
6,Ethan,7,01111txx.png,run,0,18,5.468991811270826
7,Ethan,8,11100ktt.png,wave,0,16,2.139356559753651
8,Ethan,9,01001iii.png,steal,0,14,3.8253711415163707
9,Ethan,10,01110txt.png,run,0,12,18.6174447061494
10,Ethan,11,00111tkx.png,ask,1,22,2.3674851698742714
11,Ethan,12,11101ktt.png,ask,0,20,6.745386093389243
12,Ethan,13,01010tki.png,run,0,18,1.5849355339887552
13,Ethan,14,00001iii.png,run,0,16,2.1191469646582846
14,Ethan,15,00011tkk.png,run,0,14,1.4278259554703254
15,Ethan,16,11010txt.png,wave,0,12,5.727773596154293
16,Ethan,17,11111xxx.png,run,0,10,2.969124216848286
17,Ethan,18,00101iii.png,ask,0,8,5.567805818689521
18,Ethan,19,11110xxt.png,wave,0,6,8.63181546877604
19,Ethan,20,00000iii.png,run,0,4,5.608600196719635
20,Ethan,21,00100iii.png,ask,0,2,17.607060024980456
21,Ethan,22,11000iti.png,ask,0,0,6.430590009636944
22,Ethan,23,10000iii.png,wave,1,10,1.6772391737031285
23,Ethan,24,10110xxt.png,ask,0,8,14.481761648581596
24,Ethan,25,00110tki.png,steal,0,6,1.6665646378241945
25,Ethan,26,10001iii.png,wave,1,16,2.7108572138822637
26,Ethan,27,10111xxx.png,ask,0,14,2.360995207884116
27,Ethan,28,01100iti.png,run,0,12,7.265941427089274
28,Ethan,29,01011tkk.png,run,0,10,2.2503611588908825
29,Ethan,30,00010tki.png,ask,1,20,5.078547832730692
30,Ethan,31,01000iii.png,steal,0,18,5.324458215240156
31,Ethan,32,10101ktt.png,ask,0,16,13.138076097762678
32,Ethan,33,00010tki.png,ask,1,26,2.2541821391205303
33,Ethan,34,10011tkk.png,wave,0,24,3.73677207637229
34,Ethan,35,00101iii.png,wave,1,34,2.703620586282341
35,Ethan,36,00111tkx.png,wave,0,32,2.7265520326327533
36,Ethan,37,11011txx.png,ask,1,42,3.1896345187560655
37,Ethan,38,01101itt.png,wave,1,52,1.9916480116080493
38,Ethan,39,00100iii.png,ask,0,50,9.872472757153446
39,Ethan,40,11111xxx.png,wave,0,48,4.271661998849595
